Facility Name,Hospital overall rating,Beds Available ,Cardio Rating,Neuro Rating,Ortho Rating,Doctors on Duty,Distance,Y
JACOBSON MEMORIAL HOSPITAL CARE CENTER,4,30,4,5,3,19,30,0
"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",4,4,4,5,3,10,25,0
ST MARY'S MEDICAL CENTER,4,8,3,4,3,8,22,0
ASCENSION ST CLARES HOSPITAL,2,16,2,1,3,16,20,0
GOVE COUNTY MEDICAL CENTER,4,25,3,5,3,19,29,0
LAKE CUMBERLAND REGIONAL HOSPITAL,2,11,1,1,2,20,28,0
MISSOURI DELTA MEDICAL CENTER,3,25,2,2,3,20,18,0
UNIVERSITY OF KENTUCKY HOSPITAL,3,22,5,2,1,12,2,0
NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,2,3,4,1,1,11,30,0
PENN MEDICINE PRINCETON MEDICAL CENTER,4,22,4,4,4,17,24,0
ORTHOPAEDIC HOSPITAL OF WISCONSIN,2,22,2,2,2,15,3,1
FRANCISCAN HEALTH CROWN POINT,3,10,2,4,2,17,2,0
NORTHWEST SURGICAL HOSPITAL,2,4,1,2,2,13,18,0
HUHU KAM MEMORIAL HOSPITAL,4,18,5,2,3,17,18,0
IDAHO DOCTORS HOSPITAL,4,21,4,4,2,18,28,0
WARREN MEMORIAL HOSPITAL,3,16,3,1,4,6,26,0
SAN CARLOS APACHE HEALTHCARE,4,18,5,5,1,17,27,0
COMMUNITY HOSPITAL OF LONG BEACH,1,13,1,1,1,5,1,0
JACKSON PARISH HOSPITAL,3,26,1,4,4,8,18,1
COMMUNITY HOSPITAL NORTH,3,13,1,4,4,15,28,0
"MERCY HOSPITAL, INC",4,24,5,5,2,14,4,1
ADVENTHEALTH CARROLLWOOD,2,13,2,1,1,7,10,0
TWO RIVERS BEHAVIORAL HEALTH SYSTEM,5,30,5,3,5,7,10,1
ARROWHEAD REGIONAL MEDICAL CENTER,3,26,4,2,1,11,16,0
DOCTORS HOSPITAL AT DEER CREEK L L C,5,18,5,5,4,15,16,1
GIBSON COMMUNITY HOSPITAL,3,10,4,1,4,13,22,0
RED RIVER HOSPITAL,3,15,1,2,4,9,2,1
CHRISTUS ST FRANCES CABRINI HOSPITAL,3,16,2,4,2,16,6,0
MERCYONE CENTERVILLE MEDICAL CENTER,3,29,3,2,4,8,30,0
YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,3,7,1,4,4,9,7,1
HERMANN AREA DISTRICT HOSPITAL,2,7,2,1,1,17,21,0
KENT COUNTY MEMORIAL HOSPITAL,3,8,1,4,4,7,27,0
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,4,4,4,4,3,16,18,0
GLENCOE REGIONAL HEALTH SERVICES,4,19,4,4,2,6,6,0
COMMONWEALTH HEALTH CENTER,1,23,1,1,1,8,5,0
OUR LADY OF FATIMA HOSPITAL,2,10,2,1,3,16,30,0
LAKE MARTIN COMMUNITY HOSPITAL,3,3,4,1,2,7,7,0
MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,3,22,1,3,3,12,29,0
ASCENSION BORGESS LEE HOSPITAL,4,30,4,2,5,7,25,1
POLK MEDICAL CENTER,2,15,4,1,1,5,20,0
CHIPPEWA COUNTY HOSPITAL,3,18,5,2,2,17,30,0
NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,3,3,3,2,2,17,2,0
TRI VALLEY HEALTH SYSTEM,4,11,2,5,3,9,16,0
LOWER KEYS MEDICAL CENTER,4,4,3,5,3,11,14,0
PINE CREEK MEDICAL CENTER LLP,5,19,5,5,5,18,12,1
ST MARTIN HOSPITAL,3,26,2,2,5,20,3,1
ADVOCATE SOUTH SUBURBAN HOSPITAL,4,2,5,2,4,16,22,0
PERRY HOSPITAL,3,8,3,4,2,5,9,0
FRANCES MAHON DEACONESS HOSPITAL,3,29,5,1,3,17,10,1
METROPOLITAN HOSPITAL,2,2,2,2,2,8,22,0
CASS REGIONAL MEDICAL CENTER,4,11,5,2,4,5,29,0
RANDOLPH HOSPITAL,5,18,4,5,5,19,18,1
EAST CENTRAL REGIONAL HOSPITAL,3,24,4,3,2,11,2,1
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,4,4,2,4,4,7,15,0
CYPRESS POINTE SURGICAL HOSPITAL,4,27,3,3,4,13,23,1
UT HEALTH EAST TEXAS HENDERSON HOSPITAL,4,29,4,5,1,17,17,0
ST MARY MEDICAL CENTER,3,27,5,3,1,15,7,0
BERWICK HOSPITAL CENTER,3,19,1,5,2,10,29,0
BOONE MEMORIAL HOSPITAL,5,22,4,4,5,11,28,1
ST BARNABAS HOSPITAL,3,4,2,4,2,11,2,0
FRANCISCAN HEALTH DYER,4,15,4,3,5,13,26,0
UNIVERSITY OF VIRGINIA MEDICAL CENTER,3,15,3,2,2,5,25,0
BETSY JOHNSON REGIONAL  HOSPITAL,3,2,2,1,4,19,17,0
SANFORD LUVERNE MEDICAL CENTER,2,7,2,2,2,14,17,0
CHI HEALTH SCHUYLER,4,7,5,4,3,13,15,0
LAWRENCE & MEMORIAL HOSPITAL,5,13,5,4,4,17,27,0
LINCOLN REGIONAL CENTER,3,8,1,3,3,6,5,0
ST MARY'S REGIONAL MEDICAL CENTER,5,9,5,5,4,19,12,1
HODGEMAN COUNTY HEALTH CENTER,4,6,3,3,4,12,30,0
LITTLETON REGIONAL HEALTHCARE,2,4,1,3,2,19,1,0
ST JOSEPHS AREA  HEALTH SERVICES,5,28,3,5,5,9,20,1
CIBOLA GENERAL HOSPITAL,3,24,1,5,1,15,5,0
THREE RIVERS HOSPITAL,3,4,2,4,1,18,2,0
KNOX COMMUNITY HOSPITAL,3,18,3,3,3,11,15,0
ESSENTIA HEALTH ST MARY'S HOSPITAL - SUPERIOR,3,11,4,1,3,15,13,0
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,5,15,5,3,5,8,21,1
UNION GENERAL HOSPITAL,4,27,2,5,4,20,28,0
ADAIR ACUTE CARE AT OSAWATOMIE STATE HOSPITAL,4,9,5,5,1,5,24,0
SALINE MEMORIAL HOSPITAL,4,4,3,4,3,5,14,0
NESS COUNTY HOSPITAL DISTRICT #2,5,3,4,4,5,13,15,1
ADVENTIST HEALTH HOWARD MEMORIAL,3,7,3,2,2,7,17,0
YAVAPAI REGIONAL MEDICAL CENTER,3,17,5,2,2,7,28,0
BRENTWOOD SPRINGS,3,27,4,1,3,16,24,0
"MERCY HOSPITAL KINGFISHER, INC",2,19,4,1,1,17,13,0
HAVASU REGIONAL MEDICAL CENTER,3,10,1,3,4,5,20,0
UMD SHORE MEDICAL CTR AT CHESTERTOWN,3,19,3,3,1,9,26,0
CARILION TAZEWELL COMMUNITY HOSPITAL,2,4,1,1,2,12,22,0
ROLLINS BROOK COMMUNITY HOSPITAL,4,12,4,4,2,5,17,0
MCLAREN THUMB REGION,3,16,3,5,1,19,4,0
PECONIC BAY MEDICAL CENTER,3,9,1,5,3,11,21,0
SEDGWICK COUNTY MEMORIAL HOSPITAL,2,16,2,1,1,8,25,0
BALLINGER MEMORIAL HOSPITAL,4,14,5,5,1,18,16,0
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,3,29,1,4,3,14,3,1
CHILDREN'S HOSPITAL OF ALABAMA,4,7,3,3,5,19,19,1
MEMORIAL MEDICAL CENTER,2,25,2,3,1,6,22,0
ST VINCENT HOSPITAL & HEALTH SERVICES,4,29,5,5,2,5,15,0
BLESSING HOSPITAL,4,18,4,5,1,11,1,0
PARMA COMMUNITY GENERAL HOSPITAL,4,7,5,4,3,18,26,0
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,4,22,3,4,3,14,23,0
WAVERLY HEALTH CENTER,4,7,5,5,2,12,6,0
UNIVERSITY HOSPITAL,3,2,5,3,1,10,28,0
HOULTON REGIONAL HOSPITAL,3,9,4,2,2,20,15,0
LAKE BEHAVIORAL HOSPITAL,3,5,5,2,2,9,10,0
PAWNEE VALLEY COMMUNITY HOSPITAL,4,26,3,5,3,20,22,0
CAMERON REGIONAL MEDICAL CENTER,4,10,3,3,5,7,27,0
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,3,24,4,2,3,6,13,0
ALLEGIANCE HEALTH CENTER OF MONROE,3,3,2,2,3,12,22,0
NORTH VALLEY HOSPITAL,5,29,4,4,5,10,6,1
TRISTAR SKYLINE MEDICAL CENTER,3,27,4,4,1,14,29,0
COOSA VALLEY MEDICAL CENTER,4,30,5,5,2,11,13,0
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2,5,1,4,1,12,19,0
"ASOCIACION HOSPITAL DEL MAESTRO, INC",3,26,3,1,5,20,18,1
HOSPITAL MENONITA DE CAYEY,3,3,2,4,2,6,3,0
BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL BURLESON,4,14,4,5,1,16,25,0
ALVARADO HOSPITAL MEDICAL CENTER,2,28,2,1,2,20,7,1
SAINT THOMAS RUTHERFORD HOSPITAL,5,21,3,5,5,14,15,1
WILLIAM BEE RIRIE HOSPITAL,3,30,3,2,4,11,11,1
BELMONT PINES HOSPITAL,3,10,3,1,4,7,4,1
TERREBONNE GENERAL MEDICAL CENTER,2,18,1,1,3,5,19,0
"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",3,12,2,2,3,11,5,1
CHI ST. VINCENT HOSPITAL HOT SPRINGS,3,28,5,1,2,17,5,1
REGIONAL HOSPITAL OF SCRANTON,4,6,5,2,5,18,11,1
MIDDLESEX HOSPITAL,3,6,5,2,1,14,12,0
SANFORD USD MEDICAL CENTER,5,12,5,4,4,11,15,1
EDWARDS COUNTY HOSPITAL,4,16,3,5,2,13,8,0
CUMBERLAND HALL,3,12,4,1,3,18,12,0
HARDIN MEDICAL CENTER,3,28,3,3,1,7,17,0
EASTERN STATE HOSPITAL,2,15,1,2,2,8,27,0
DINI-TOWNSEND HOSPITAL AT NNMH,4,17,3,2,5,7,2,1
ASPIRUS KEWEENAW HOSPITAL,4,20,4,3,4,12,14,1
THE QUEENS MEDICAL CENTER,3,22,2,5,1,14,30,0
WESTERN STATE HOSPITAL,4,28,5,4,2,5,2,1
MOLOKAI GENERAL HOSPITAL,3,25,1,5,3,12,18,0
BRIGHAM AND WOMEN'S HOSPITAL,4,8,3,4,3,5,12,0
ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,4,11,5,4,2,13,14,0
KAUAI VETERANS MEMORIAL HOSPITAL,4,2,4,4,4,20,12,0
DR DAN C TRIGG MEMORIAL HOSPITAL,3,2,3,3,1,10,30,0
MOBERLY REGIONAL MEDICAL CENTER,3,24,1,5,2,15,20,0
BOURBON COMMUNITY HOSPITAL,4,4,4,1,5,17,1,1
ST JOSEPH'S HOSPITAL HEALTH CENTER,4,17,5,2,5,19,27,1
BRANDYWINE HOSPITAL,3,22,3,3,2,15,26,0
GOUVERNEUR HOSPITAL,4,21,4,2,5,17,11,1
SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,3,17,5,1,3,8,23,0
NORTHERN NAVAJO MEDICAL CENTER,3,21,1,3,3,17,1,1
EASTERN IDAHO REGIONAL MEDICAL CENTER,5,28,4,5,4,5,26,0
TRISTAR STONECREST MEDICAL CENTER,3,23,3,1,4,8,24,0
HAYWARD AREA MEMORIAL HOSPITAL,3,12,4,2,2,20,12,0
ST JOSEPH MEDICAL CENTER,4,23,3,4,4,16,8,1
EMORY JOHNS CREEK HOSPITAL,3,19,5,1,3,14,12,0
AVOYELLES HOSPITAL,3,19,1,2,4,17,22,0
MERRICK MEDICAL CENTER,4,7,4,4,3,16,14,0
EVERGREEN MEDICAL CENTER,4,12,2,4,5,17,23,1
GLENWOOD REGIONAL MEDICAL CENTER,3,15,3,4,1,11,5,0
ADVENTIST HEALTH ST HELENA,4,27,5,5,1,7,10,0
ST ELIZABETH MEDICAL CENTER,3,27,4,3,2,20,25,0
SACRED HEART HOSPITAL ON THE GULF,4,29,3,4,3,8,4,1
FIRSTLIGHT HEALTH SYSTEM,2,21,2,1,3,14,28,0
CODY REGIONAL HEALTH,4,25,5,5,1,15,21,0
JAMESTOWN REGIONAL MEDICAL CENTER,3,15,1,2,4,20,14,1
KING'S DAUGHTERS' MEDICAL CENTER,5,4,4,5,5,5,6,1
CHI MEMORIAL HOSPITAL- GEORGIA,3,7,3,3,1,14,24,0
SALEM MEDICAL CENTER,2,3,1,2,2,6,6,0
MERCY MEDICAL CENTER-SIOUX CITY,3,24,2,3,3,13,20,0
FROEDTERT SOUTH - KENOSHA MEDICAL CENTER,3,4,3,2,2,19,8,0
MERIT HEALTH RANKIN,2,10,2,3,1,20,5,0
NORTHFIELD HOSPITAL,2,4,2,2,1,9,22,0
BRISTOL REGIONAL MEDICAL CENTER,3,24,1,2,5,17,24,1
MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,4,26,4,3,5,10,3,1
HUGH CHATHAM MEMORIAL HOSPITAL,3,21,3,2,2,5,11,0
BOULDER CITY HOSPITAL,2,23,3,1,1,13,9,0
CUMBERLAND SURGICAL HOSPITAL,4,20,4,2,4,9,19,1
SMITH COUNTY MEMORIAL HOSPITAL,4,13,2,3,5,9,10,1
RICHMOND UNIVERSITY MEDICAL CENTER,4,2,2,4,4,11,11,0
VERMILION BEHAVIORAL HEALTH SYSTEMS,4,18,2,3,5,12,11,1
RESEARCH MEDICAL CENTER,4,25,5,4,3,17,21,0
MERCY HEALTH - TIFFIN HOSPITAL,3,14,1,4,4,18,4,1
LEGACY SILVERTON MEDICAL CENTER,4,19,1,5,5,11,5,1
KEARNEY COUNTY HEALTH SERVICES HOSPITAL,3,14,4,3,2,14,11,0
PHOEBE SUMTER MEDICAL CENTER,2,25,2,1,2,11,26,0
CURRY GENERAL HOSPITAL,3,22,2,4,3,9,29,0
LUBBOCK HEART HOSPITAL LP,3,24,1,5,1,17,30,0
METROHEALTH SYSTEM,4,9,3,5,4,10,28,0
"CUBA MEMORIAL HOSPITAL, INC",3,19,1,4,4,10,4,1
PARKVIEW WHITLEY HOSPITAL,2,16,2,3,1,6,9,0
COMMUNITY MEMORIAL HOSPITAL,3,13,1,3,3,17,13,0
BLACK HILLS SURGICAL HOSPITAL LLP,3,8,3,2,2,17,29,0
ESKENAZI HEALTH,4,4,4,2,4,9,12,0
ST LUKE'S NAMPA MEDICAL CENTER,4,25,2,4,4,8,21,1
LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,4,8,2,3,5,19,1,1
CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,3,30,1,5,1,9,14,0
MAIMONIDES MEDICAL CENTER,4,28,5,2,5,9,7,1
DEKALB REGIONAL MEDICAL CENTER,2,21,1,4,1,12,18,0
DELTA REGIONAL MEDICAL CENTER,5,25,5,5,4,9,5,1
MIDWEST MEDICAL CENTER,3,4,2,2,3,18,15,0
WEST CALCASIEU CAMERON HOSPITAL,4,24,5,1,4,7,25,0
GEISINGER-BLOOMSBURG HOSPITAL,4,21,1,5,4,10,17,1
HURON REGIONAL MEDICAL CENTER,4,13,2,5,5,6,10,1
"HOSPITAL UPR, DR  FEDERICO TRILLA",3,28,2,2,5,14,12,1
TRIDENT MEDICAL CENTER,3,16,3,1,4,17,25,0
WITHAM HEALTH SERVICES,3,20,2,1,4,15,23,0
THOREK MEMORIAL HOSPITAL,4,20,3,5,3,5,5,1
ST LUKE'S HOSPITAL,5,14,5,5,5,13,1,1
FLAMBEAU HOSPITAL,1,17,1,1,1,14,19,0
PIEDMONT COLUMBUS REGIONAL MIDTOWN,2,7,2,3,1,7,19,0
COMMUNITY MENTAL HEALTH CENTER INC,4,10,4,2,4,11,3,1
CAROLINAS HEALTHCARE SYSTEM STANLY,4,21,4,5,3,15,9,1
HOWARD MEMORIAL HOSPITAL,4,25,4,3,4,10,20,1
ARBUCKLE MEMORIAL HOSPITAL AUTHORITY,3,14,1,3,5,10,28,0
"ARBOUR HOSPITAL, THE",2,29,1,2,1,19,27,0
BARNES JEWISH HOSPITAL,4,21,3,4,3,15,2,1
ADVENTIST HINSDALE HOSPITAL,3,10,3,2,2,5,7,0
MEDICINE LODGE MEMORIAL HOSPITAL,5,24,5,4,4,11,26,0
GRAYS HARBOR COMMUNITY HOSPITAL,4,15,4,2,5,12,18,1
COMMUNITY HOSPITAL SOUTH,2,30,2,2,2,16,22,0
EFFINGHAM HEALTH SYSTEM,3,8,3,3,2,13,10,0
VALLEY VIEW HOSPITAL ASSOCIATION,4,26,5,4,2,18,26,0
BATES COUNTY MEMORIAL HOSPITAL,4,28,4,4,3,18,9,1
CHILLICOTHE HOSPITAL DISTRICT,3,28,1,4,2,19,28,0
THEDACARE MEDICAL CENTER - BERLIN INC,4,2,3,3,5,12,17,0
ASCENSION CALUMET HOSPITAL,4,3,1,5,5,18,15,1
MARGARET MARY HEALTH,4,8,3,5,2,14,21,0
PRIMARY CHILDRENS HOSPITAL,2,21,1,3,2,18,25,0
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,3,28,2,5,1,11,22,0
PARADISE VALLEY HOSPITAL,2,25,3,1,2,12,9,0
WEST RIVER REGIONAL MEDICAL CENTER-CAH,2,30,1,3,1,11,12,0
MOUNT GRANT GENERAL HOSPITAL,3,28,4,2,3,14,28,0
CASA COLINA HOSPITAL,4,27,2,4,5,10,29,1
MCLEOD HEALTH CLARENDON,4,7,5,5,1,12,27,0
GLEN COVE HOSPITAL,3,5,3,5,1,12,12,0
AVERA ST LUKES,4,30,4,3,5,14,25,1
LAFAYETTE GENERAL SURGICAL HOSPITAL,3,6,5,2,2,6,12,0
MERCY MEDICAL CENTER,3,3,1,4,4,20,6,1
UHHS RICHMOND HEIGHTS HOSPITAL,2,29,4,1,1,13,6,0
ST MARYS HOSPITAL MEDICAL CTR,4,13,3,4,3,6,14,0
WILLIAMSPORT REGIONAL MEDICAL CENTER,3,7,3,1,5,6,15,1
UNIVERSITY OF WASHINGTON MEDICAL CTR,4,4,1,4,5,12,9,1
MILDRED MITCHELL-BATEMAN HOSPITAL,4,16,3,5,3,16,22,0
MARY GREELEY MEDICAL CENTER,4,13,4,3,4,12,14,1
HARTGROVE HOSPITAL,3,9,3,2,2,6,14,0
COLUMBUS COMMUNITY HOSPITAL,4,17,5,4,2,10,26,0
MARSHALL MEDICAL CENTER,4,4,4,2,4,20,22,0
SHORE MEDICAL CENTER,3,22,2,4,1,11,11,0
NORTHERN VIRGINIA MENTAL HEALTH INSTI,4,4,5,3,3,12,23,0
GRANT MEDICAL CENTER,4,3,3,4,4,8,12,0
BANNER LASSEN MEDICAL CENTER,2,8,3,2,1,9,30,0
COMMUNITY HOSPITALS AND WELLNESS CENTERS,2,9,2,3,1,15,24,0
"DUNCAN REGIONAL HOSPITAL, INC",4,18,3,2,5,12,15,1
ST JOSEPH HOSPITAL,3,21,3,3,3,13,29,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,3,16,5,1,2,9,8,0
WILMINGTON TREATMENT CENTER,4,20,5,3,3,12,16,0
MULTICARE COVINGTON MEDICAL CENTER,3,7,1,3,4,7,2,1
MADERA COMMUNITY HOSPITAL,2,30,2,1,3,6,18,0
SWISHER MEMORIAL HOSPITAL,5,9,5,5,5,9,2,1
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,4,9,2,4,5,16,9,1
REYNOLDS MEMORIAL HOSPITAL,2,13,4,1,1,18,29,0
CULLMAN REGIONAL MEDICAL CENTER,1,21,1,1,1,11,13,0
ST JOSEPH MEDICAL CENTER,4,23,4,2,4,6,2,1
DOCTORS HOSPITAL,3,16,3,1,5,8,14,1
MERCYONE DUBUQUE MEDICAL CENTER,5,10,4,4,5,13,1,1
BELLIN PSYCHIATRIC CENTER,2,28,3,1,2,9,4,1
BAYLOR MEDICAL CENTER AT FRISCO,3,17,5,1,3,12,17,0
WELLSTAR SPALDING REGIONAL HOSPITAL,3,11,5,2,1,20,13,0
MUNSON HEALTHCARE GRAYLING HOSPITAL,3,25,2,3,4,12,24,0
SHANDS STARKE REGIONAL MEDICAL CENTER,4,4,5,3,4,20,9,1
J PAUL JONES HOSPITAL,2,16,1,2,1,11,6,0
MERCYONE OELWEIN MEDICAL CENTER,3,18,1,4,4,18,24,0
COON MEMORIAL HOSPITAL,4,3,5,4,1,9,15,0
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,2,19,1,1,2,16,23,0
GUAM MEMORIAL HOSPITAL AUTHORITY,4,29,4,3,3,17,2,1
MAYO CLINIC HEALTH SYSTEM-NORTHLAND,2,9,2,1,3,6,26,0
PENN HIGHLANDS CLEARFIELD,5,15,3,5,5,20,9,1
SOUTH MISSISSIPPI STATE HOSPITAL,3,13,4,4,1,14,8,0
SIERRA MEDICAL CENTER,3,15,4,4,1,10,27,0
UPMC JAMESON,5,18,5,5,3,12,6,1
JEROLD PHELPS COMMUNITY HOSPITAL,4,30,5,1,4,6,16,1
ADVENTIST HEALTH LODI MEMORIAL,5,18,4,5,5,19,25,1
NATHAN LITTAUER HOSPITAL,3,2,2,1,4,16,15,0
"RED RIVER BEHAVIORAL CENTER, LLC",5,17,4,4,5,9,13,1
TYLER MEMORIAL HOSPITAL,1,26,1,1,1,5,9,0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,3,30,2,1,4,14,20,1
METROSOUTH MEDICAL CENTER,4,20,3,5,2,15,3,1
MEMORIAL MEDICAL CENTER,3,14,2,4,1,15,11,0
RUSH FOUNDATION HOSPITAL,4,16,5,2,5,20,29,0
BROOKINGS HEALTH SYSTEM,3,16,3,1,3,19,1,1
CARRIS HEALTH LLC,3,3,5,3,1,19,24,0
IBERIA MEDICAL CENTER,3,8,3,3,2,17,11,0
MACNEAL  HOSPITAL,4,2,5,3,3,12,20,0
TRMC OF ORANGEBURG & CALHOUN,2,21,3,2,1,20,28,0
ANDALUSIA HEALTH,4,29,3,5,3,17,15,1
DAY KIMBALL HOSPITAL,4,6,2,4,4,10,27,0
ELKVIEW GENERAL HOSPITAL,5,28,5,3,5,14,30,1
HARRISON COMMUNITY HOSPITAL,3,13,4,2,1,18,14,0
ALLEGHANY COUNTY MEMORIAL HOSPITAL,4,8,5,2,5,18,16,1
GOOD SAMARITAN REGIONAL MEDICAL CENTER,4,14,5,3,2,12,20,0
OWATONNA HOSPITAL,3,7,3,2,3,6,24,0
MISSOURI BAPTIST SULLIVAN HOSPITAL,3,6,2,4,2,6,18,0
WEISBROD MEMORIAL COUNTY HOSPITAL,4,5,3,5,2,16,27,0
ALLIANCE HEALTHCARE SYSTEM,3,11,3,2,4,9,10,1
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,3,3,5,2,2,14,26,0
NAVOS,3,13,3,3,3,6,29,0
BAYFRONT HEALTH PUNTA GORDA,4,20,4,3,3,5,17,0
ST FRANCIS-DOWNTOWN,5,30,5,3,5,7,1,1
NORTHERN ROCKIES MEDICAL CENTER,5,8,5,4,4,10,28,0
SINAI-GRACE HOSPITAL,2,25,1,1,4,16,6,1
NORTH CENTRAL SURGICAL CENTER LLP,4,25,2,5,4,10,12,1
BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,4,19,5,1,5,15,28,1
WASHINGTON HEALTH SYSTEM GREENE,4,16,5,2,4,7,29,0
ROBERT PACKER HOSPITAL,4,10,5,5,1,7,3,0
BELMONT COMMUNITY HOSPITAL,3,5,4,1,4,20,27,0
SWAIN COUNTY HOSPITAL,3,17,2,2,4,20,9,1
SEYMOUR HOSPITAL,3,21,3,4,1,6,25,0
PENNSYLVANIA PSYCHIATRIC INSTITUTE,4,10,2,5,5,13,21,1
BRONSON BATTLE CREEK HOSPITAL,4,21,1,4,5,8,8,1
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,4,28,4,4,3,11,23,0
"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, IN",4,14,5,4,1,8,2,0
CLARK FORK VALLEY HOSPITAL,4,14,2,3,5,16,3,1
EAGLEVILLE HOSPITAL,4,4,1,5,5,17,2,1
HOLMES COUNTY HOSPITAL AND CLINICS,3,19,5,1,2,19,17,0
FRANCISCAN HEALTH CRAWFORDSVILLE,5,19,4,5,5,8,27,1
CARILION ROANOKE MEMORIAL HOSPITAL,4,23,5,3,3,15,13,1
CHI HEALTH PLAINVIEW,2,3,2,2,1,7,4,0
SAN JUAN MUNICIPAL HOSPITAL,3,14,2,5,2,11,17,0
SHARP MEMORIAL HOSPITAL,3,12,2,4,2,15,19,0
BON SECOURS HOSPITAL,3,6,5,3,1,6,23,0
PENDER COMMUNITY HOSPITAL,4,25,5,1,5,18,29,1
VAL VERDE REGIONAL MEDICAL CENTER,2,4,3,2,1,18,17,0
QUINCY VALLEY HOSPITAL,3,3,2,2,5,15,5,1
SNOQUALMIE VALLEY HOSPITAL,3,23,4,3,2,5,25,0
CORDELL MEMORIAL HOSPITAL,3,5,3,3,1,17,2,0
MACON COMMUNITY HOSPITAL,3,13,2,3,3,11,13,0
MEMORIAL HOSPITAL,3,17,2,3,4,16,30,0
COMMUNITY HOSPITAL,2,8,2,1,1,6,27,0
DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,4,13,4,2,5,14,1,1
LIFESCAPE,3,25,3,1,3,15,23,0
SOJOURN AT SENECA,4,8,3,5,4,6,3,1
MEMORIAL HOSPITAL,3,18,2,1,4,20,17,1
SAINT FRANCIS MEDICAL CENTER,2,18,1,3,1,11,6,0
FORT DUNCAN MEDICAL CENTER,4,17,4,5,2,16,11,0
GREATER EL MONTE COMMUNITY HOSPITAL,3,22,1,3,5,15,16,1
EUREKA COMMUNITY HEALTH SERVICES - CAH,3,21,3,3,3,10,25,0
ST LUKES HOSPITAL,4,16,1,5,5,6,7,1
SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,4,25,2,3,5,10,29,1
PARKER INDIAN HEALTH CENTER,2,6,3,1,1,17,3,0
DEER LODGE MEDICAL CENTER,3,24,4,1,4,14,4,1
MAMMOTH HOSPITAL,3,27,5,2,1,14,1,0
UNITY HOSPITAL OF ROCHESTER,2,12,2,1,1,15,6,0
SETON HIGHLAND LAKES,5,15,5,5,5,5,27,0
NOVANT HEALTH MEDICAL PARK HOSPITAL,3,13,2,4,2,14,10,0
LALLIE KEMP MEDICAL CENTER,4,25,1,5,4,5,3,1
FRANKLIN COUNTY MEMORIAL HOSPITAL,4,5,5,2,4,14,6,1
ST LAWRENCE PSYCH CENTER,3,9,2,2,3,12,30,0
ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,3,17,4,3,1,8,9,0
CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,3,30,1,2,5,20,29,1
PAGE HOSPITAL,4,4,5,2,5,14,30,0
SEQUEL POMEGRANATE HEALTH SYSTEMS LLC,3,9,1,5,2,11,13,0
POCAHONTAS COMMUNITY HOSPITAL,3,28,5,1,1,14,6,0
ST MICHAEL'S HOSPITAL - CAH,4,25,5,4,3,17,29,0
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,3,26,3,2,4,16,29,0
SLIDELL MEMORIAL HOSPITAL,4,29,4,2,4,17,29,0
BAXTER REGIONAL MEDICAL CENTER,2,23,1,2,1,9,18,0
"CENTRA  HEALTH, INC",4,3,5,4,1,9,12,0
MENNONITE GENERAL HOSPITAL INC,3,14,2,3,4,5,10,1
FILLMORE COUNTY HOSPITAL,3,9,2,1,5,18,2,1
ADVENTIST HEALTHCARE BEHAVIORAL HEALTH & WELLNESS,3,14,2,1,4,15,22,0
JACK HUGHSTON MEMORIAL HOSPITAL,2,25,1,2,3,5,2,1
NEA BAPTIST MEMORIAL HOSPITAL,2,29,2,1,2,18,20,0
